bookId;genres
52892857,classics
52892857,fiction
52892857,historical-fiction
52892857,feminism
52892857,lgbt
52892857,historical
52892857,queer
52892857,african-american
52892857,literature
52892857,novels
44767458,science-fiction
44767458,fiction
44767458,fantasy
44767458,classics
44767458,science-fiction-fantasy
44767458,audiobook
44767458,space-opera
44767458,novels
44767458,adventure
44767458,adult
41044096,young-adult
41044096,fiction
41044096,historical-fiction
41044096,classics
41044096,childrens
41044096,middle-grade
41044096,adventure
41044096,historical
41044096,school
41044096,survival
40940121,fiction
40940121,young-adult
40940121,classics
40940121,fantasy
40940121,childrens
40940121,middle-grade
40940121,realistic-fiction
40940121,school
40940121,contemporary
40940121,juvenile
40881621,fiction
40881621,poetry
40881621,classics
40881621,philosophy
40881621,literature
40881621,portugal
40881621,portuguese-literature
40881621,novels
40881621,20th-century
40881621,unfinished
40792344,christian
40792344,non-fiction
40792344,religion
40792344,theology
40792344,christianity
40792344,classics
40792344,philosophy
40792344,faith
40792344,spirituality
40792344,christian-living
40779082,history
40779082,non-fiction
40779082,war
40779082,world-war-i
40779082,military-fiction
40779082,military-history
40779082,politics
40779082,historical
40779082,european-history
40779082,world-history
40651883,science-fiction
40651883,fiction
40651883,cyberpunk
40651883,fantasy
40651883,science-fiction-fantasy
40651883,dystopia
40651883,novels
40651883,speculative-fiction
40651883,audiobook
40651883,classics
40605251,fantasy
40605251,fiction
40605251,historical-fiction
40605251,arthurian
40605251,mythology
40605251,classics
40605251,historical
40605251,science-fiction-fantasy
40605251,romance
40605251,magic
40604658,science-fiction
40604658,fiction
40604658,thriller
40604658,adventure
40604658,fantasy
40604658,horror
40604658,classics
40604658,science-fiction-fantasy
40604658,dinosaurs
40604658,adult
40495148,fiction
40495148,dystopia
40495148,science-fiction
40495148,classics
40495148,novels
40495148,literature
40495148,portugal
40495148,horror
40495148,portuguese-literature
40495148,nobel-prize
39280444,young-adult
39280444,fiction
39280444,contemporary
39280444,realistic-fiction
39280444,mental-health
39280444,teen
39280444,coming-of-age
39280444,high-school
39280444,school
39280444,banned-books
38374795,classics
38374795,fiction
38374795,historical-fiction
38374795,literature
38374795,british-literature
38374795,novels
38374795,20th-century
38374795,romance
38374795,literary-fiction
38374795,audiobook
36402034,science-fiction
36402034,fiction
36402034,classics
36402034,dystopia
36402034,cyberpunk
36402034,science-fiction-fantasy
36402034,fantasy
36402034,novels
36402034,speculative-fiction
36402034,american
36236124,fiction
36236124,classics
36236124,contemporary
36236124,thriller
36236124,novels
36236124,mystery
36236124,adult
36236124,literature
36236124,american
36236124,adult-fiction
36236123,fiction
36236123,contemporary
36236123,thriller
36236123,novels
36236123,humor
36236123,literature
36236123,american
36236123,dark
36236123,horror
36236123,audiobook
33648131,romance
33648131,fiction
33648131,chick-lit
33648131,contemporary
33648131,adult
33648131,adult-fiction
33648131,classics
33648131,contemporary-romance
33648131,love
33648131,drama
33574273,fantasy
33574273,fiction
33574273,classics
33574273,young-adult
33574273,science-fiction
33574273,childrens
33574273,middle-grade
33574273,time-travel
33574273,adventure
33574273,science-fiction-fantasy
33124137,horror
33124137,fiction
33124137,thriller
33124137,fantasy
33124137,audiobook
33124137,paranormal
33124137,adult
33124137,supernatural
33124137,mystery
33124137,suspense
28251250,fiction
28251250,classics
28251250,literature
28251250,novels
28251250,literary-fiction
28251250,american
28251250,contemporary
28251250,20th-century
28251250,science-fiction
28251250,the-united-states-of-america
25845273,christian
25845273,fiction
25845273,religion
25845273,classics
25845273,theology
25845273,christianity
25845273,fantasy
25845273,faith
25845273,christian-fiction
25845273,philosophy
18144590,fiction
18144590,classics
18144590,fantasy
18144590,philosophy
18144590,novels
18144590,spirituality
18144590,self-help
18144590,literature
18144590,adventure
18144590,audiobook
18114322,classics
18114322,fiction
18114322,historical-fiction
18114322,literature
18114322,novels
18114322,school
18114322,american
18114322,historical
18114322,classic-literature
18114322,high-school
17899948,classics
17899948,fiction
17899948,mystery
17899948,gothic
17899948,romance
17899948,historical-fiction
17899948,thriller
17899948,horror
17899948,mystery-thriller
17899948,audiobook
13079982,classics
13079982,fiction
13079982,science-fiction
13079982,dystopia
13079982,school
13079982,literature
13079982,novels
13079982,fantasy
13079982,audiobook
13079982,adult
10073506,fiction
10073506,mystery
10073506,thriller
10073506,espionage
10073506,classics
10073506,mystery-thriller
10073506,crime
10073506,suspense
10073506,spy-thriller
10073506,novels
8130077,fiction
8130077,christian
8130077,classics
8130077,religion
8130077,christianity
8130077,fantasy
8130077,theology
8130077,christian-fiction
8130077,faith
8130077,philosophy
7944648,fiction
7944648,contemporary
7944648,literary-fiction
7944648,adult-fiction
7944648,novels
7944648,literature
7944648,book-club
7944648,adult
7944648,suspense
7944648,drama
6088007,science-fiction
6088007,fiction
6088007,cyberpunk
6088007,classics
6088007,dystopia
6088007,science-fiction-fantasy
6088007,fantasy
6088007,novels
6088007,speculative-fiction
6088007,audiobook
5291314,classics
5291314,fiction
5291314,literature
5291314,adventure
5291314,novels
5291314,historical-fiction
5291314,british-literature
5291314,classic-literature
5291314,english-literature
5291314,20th-century
2247142,fiction
2247142,mystery
2247142,classics
2247142,thriller
2247142,crime
2247142,mystery-thriller
2247142,suspense
2247142,italy
2247142,novels
2247142,noir
968868,fantasy
968868,science-fiction
968868,fiction
968868,science-fiction-fantasy
968868,novels
968868,literature
968868,speculative-fiction
968868,classics
968868,post-apocalyptic
968868,dark-fantasy
929782,classics
929782,fiction
929782,american
929782,literature
929782,novels
929782,the-united-states-of-america
929782,roman
929782,adventure
929782,20th-century
929782,historical-fiction
853510,mystery
853510,classics
853510,fiction
853510,crime
853510,mystery-thriller
853510,thriller
853510,audiobook
853510,detective
853510,adult
853510,murder-mystery
838729,fantasy
838729,fiction
838729,classics
838729,adventure
838729,high-fantasy
838729,science-fiction-fantasy
838729,epic-fantasy
838729,audiobook
838729,novels
838729,literature
830502,horror
830502,fiction
830502,thriller
830502,fantasy
830502,audiobook
830502,classics
830502,mystery
830502,adult
830502,paranormal
830502,supernatural
801754,history
801754,philosophy
801754,politics
801754,non-fiction
801754,classics
801754,sociology
801754,german-literature
801754,world-history
801754,historical
801754,cultural
781787,non-fiction
781787,africa
781787,classics
781787,memoir
781787,biography
781787,travel
781787,history
781787,biography-memoir
781787,autobiography
781787,kenya
776407,classics
776407,childrens
776407,fiction
776407,fantasy
776407,animals
776407,audiobook
776407,middle-grade
776407,picture-books
776407,young-adult
776407,short-stories
762806,mystery
762806,fiction
762806,thriller
762806,crime
762806,russia
762806,mystery-thriller
762806,detective
762806,espionage
762806,suspense
762806,historical-fiction
703292,historical-fiction
703292,young-adult
703292,fiction
703292,classics
703292,childrens
703292,historical
703292,middle-grade
703292,witches
703292,romance
703292,school
676737,fiction
676737,fantasy
676737,classics
676737,mythology
676737,school
676737,literature
676737,novels
676737,retellings
676737,high-school
676737,literary-fiction
616828,classics
616828,fiction
616828,literature
616828,school
616828,africa
616828,historical-fiction
616828,novels
616828,read-for-school
616828,high-school
616828,classic-literature
612188,psychology
612188,non-fiction
612188,philosophy
612188,biography
612188,memoir
612188,spirituality
612188,autobiography
612188,psychoanalysis
612188,science
612188,history
592657,fiction
592657,classics
592657,thriller
592657,horror
592657,adventure
592657,literature
592657,novels
592657,southern
592657,literary-fiction
592657,suspense
588138,non-fiction
588138,mythology
588138,philosophy
588138,psychology
588138,writing
588138,history
588138,religion
588138,classics
588138,anthropology
588138,spirituality
586472,non-fiction
586472,history
586472,space
586472,science
586472,biography
586472,american-history
586472,classics
586472,aviation
586472,adventure
586472,journalism
567678,fiction
567678,horror
567678,thriller
567678,contemporary
567678,mystery
567678,classics
567678,dark
567678,scotland
567678,novels
567678,literature
561909,non-fiction
561909,biography
561909,history
561909,christian
561909,memoir
561909,classics
561909,holocaust
561909,world-war-ii
561909,historical
561909,biography-memoir
546018,historical-fiction
546018,fiction
546018,classics
546018,historical
546018,african-american
546018,africa
546018,race
546018,audiobook
546018,literature
546018,novels
541803,mystery
541803,fiction
541803,classics
541803,short-stories
541803,crime
541803,mystery-thriller
541803,literature
541803,detective
541803,historical-fiction
541803,british-literature
540020,fiction
540020,thriller
540020,mystery
540020,crime
540020,espionage
540020,historical-fiction
540020,suspense
540020,mystery-thriller
540020,classics
540020,novels
530965,science-fiction
530965,fiction
530965,classics
530965,horror
530965,post-apocalyptic
530965,dystopia
530965,fantasy
530965,science-fiction-fantasy
530965,apocalyptic
530965,novels
529626,fiction
529626,classics
529626,literature
529626,novels
529626,literary-fiction
529626,american
529626,historical-fiction
529626,the-united-states-of-america
529626,americana
529626,contemporary
527756,fiction
527756,classics
527756,philosophy
527756,literature
527756,german-literature
527756,novels
527756,historical-fiction
527756,20th-century
527756,germany
527756,literary-fiction
517188,fiction
517188,classics
517188,historical-fiction
517188,scotland
517188,novels
517188,british-literature
517188,literary-fiction
517188,20th-century
517188,literature
517188,modern-classics
485894,classics
485894,fiction
485894,fantasy
485894,philosophy
485894,literature
485894,short-stories
485894,school
485894,horror
485894,german-literature
485894,novels
480204,classics
480204,fiction
480204,horror
480204,romance
480204,gothic
480204,mystery
480204,historical-fiction
480204,france
480204,fantasy
480204,literature
472331,graphic-novels
472331,comics
472331,fiction
472331,science-fiction
472331,fantasy
472331,graphic-novels-comics
472331,comic-book
472331,classics
472331,superheroes
472331,dystopia
469571,fiction
469571,westerns
469571,historical-fiction
469571,classics
469571,literature
469571,novels
469571,literary-fiction
469571,american
469571,contemporary
469571,adventure
464260,non-fiction
464260,essays
464260,classics
464260,race
464260,history
464260,politics
464260,social-justice
464260,memoir
464260,african-american
464260,audiobook
460635,fiction
460635,magical-realism
460635,literary-fiction
460635,historical-fiction
460635,contemporary
460635,fantasy
460635,literature
460635,novels
460635,20th-century
460635,book-club
457264,feminism
457264,non-fiction
457264,philosophy
457264,classics
457264,womens
457264,france
457264,gender
457264,sociology
457264,politics
457264,gender-studies
426504,fiction
426504,short-stories
426504,classics
426504,magical-realism
426504,fantasy
426504,literature
426504,spanish-literature
426504,philosophy
426504,latin-american
426504,20th-century
420282,picture-books
420282,childrens
420282,christmas
420282,fiction
420282,fantasy
420282,classics
420282,holiday
420282,adventure
420282,kids
420282,juvenile
412732,fiction
412732,classics
412732,literature
412732,novels
412732,travel
412732,american
412732,philosophy
412732,buddhism
412732,adventure
412732,spirituality
403098,plays
403098,classics
403098,drama
403098,historical-fiction
403098,fiction
403098,literature
403098,school
403098,theatre
403098,historical
403098,religion
402093,historical-fiction
402093,fiction
402093,japan
402093,historical
402093,classics
402093,adventure
402093,asia
402093,literature
402093,novels
402093,japanese-literature
395182,fiction
395182,classics
395182,humor
395182,british-literature
395182,literature
395182,novels
395182,20th-century
395182,comedy
395182,literary-fiction
395182,modern-classics
395090,poetry
395090,classics
395090,feminism
395090,fiction
395090,20th-century
395090,american
395090,literature
395090,mental-health
395090,womens
395090,adult
394535,fiction
394535,historical-fiction
394535,westerns
394535,classics
394535,literature
394535,horror
394535,novels
394535,american
394535,historical
394535,literary-fiction
393199,non-fiction
393199,classics
393199,memoir
393199,biography
393199,travel
393199,history
393199,literature
393199,france
393199,autobiography
393199,politics
386187,non-fiction
386187,true-crime
386187,mystery
386187,crime
386187,history
386187,classics
386187,southern
386187,audiobook
386187,travel
386187,memoir
386162,science-fiction
386162,fiction
386162,humor
386162,classics
386162,fantasy
386162,comedy
386162,science-fiction-fantasy
386162,audiobook
386162,adventure
386162,novels
375802,science-fiction
375802,fiction
375802,young-adult
375802,fantasy
375802,classics
375802,science-fiction-fantasy
375802,dystopia
375802,war
375802,audiobook
375802,adventure
375013,history
375013,non-fiction
375013,classics
375013,holocaust
375013,war
375013,historical
375013,world-war-ii
375013,biography
375013,literature
375013,media-tie-in
374233,fiction
374233,classics
374233,italian-literature
374233,magical-realism
374233,literature
374233,italy
374233,novels
374233,books-about-books
374233,literary-fiction
374233,20th-century
373755,classics
373755,fiction
373755,literature
373755,novels
373755,american
373755,historical-fiction
373755,southern-gothic
373755,southern
373755,20th-century
373755,literary-fiction
370493,childrens
370493,classics
370493,fiction
370493,picture-books
370493,poetry
370493,young-adult
370493,fantasy
370493,juvenile
370493,kids
370493,short-stories
368916,non-fiction
368916,books-about-books
368916,memoir
368916,classics
368916,biography
368916,biography-memoir
368916,british-literature
368916,history
368916,audiobook
368916,historical
368772,fiction
368772,historical-fiction
368772,classics
368772,war
368772,world-war-ii
368772,military-fiction
368772,literature
368772,historical
368772,novels
368772,literary-fiction
357636,psychology
357636,philosophy
357636,non-fiction
357636,classics
357636,psychoanalysis
357636,sociology
357636,theory
357636,history
357636,politics
357636,school
355697,classics
355697,fiction
355697,historical-fiction
355697,war
355697,historical
355697,literature
355697,school
355697,german-literature
355697,world-war-i
355697,novels
334176,science-fiction
334176,fiction
334176,fantasy
334176,religion
334176,science-fiction-fantasy
334176,speculative-fiction
334176,aliens
334176,adult
334176,book-club
334176,novels
333867,science-fiction
333867,fiction
333867,classics
333867,cyberpunk
333867,science-fiction-fantasy
333867,space-opera
333867,fantasy
333867,novels
333867,space
333867,speculative-fiction
333538,fiction
333538,classics
333538,literature
333538,german-literature
333538,novels
333538,philosophy
333538,czech-literature
333538,20th-century
333538,dystopia
333538,literary-fiction
332613,classics
332613,fiction
332613,psychology
332613,literature
332613,novels
332613,mental-health
332613,school
332613,american
332613,literary-fiction
332613,mental-illness
331319,classics
331319,fiction
331319,literature
331319,historical-fiction
331319,american
331319,novels
331319,banned-books
331319,crime
331319,20th-century
331319,classic-literature
327847,cookbooks
327847,cooking
327847,food
327847,non-fiction
327847,reference
327847,classics
327847,culinary
327847,food-and-drink
327847,foodie
327847,how-to
321552,historical-fiction
321552,fiction
321552,art
321552,classics
321552,italy
321552,historical
321552,art-history
321552,literature
321552,biography-memoir
321552,novels
321538,poetry
321538,classics
321538,literature
321538,fiction
321538,british-literature
321538,20th-century
321538,anthologies
321538,collections
321538,queer
321538,lgbt
318742,non-fiction
318742,history
318742,classics
318742,race
318742,essays
318742,sociology
318742,african-american
318742,philosophy
318742,politics
318742,social-justice
310612,fiction
310612,classics
310612,humor
310612,literature
310612,comedy
310612,novels
310612,american
310612,literary-fiction
310612,audiobook
310612,contemporary
310146,historical-fiction
310146,young-adult
310146,fiction
310146,middle-grade
310146,adventure
310146,historical
310146,childrens
310146,classics
310146,school
310146,read-for-school
306654,fiction
306654,historical-fiction
306654,classics
306654,southern
306654,historical
306654,adult-fiction
306654,coming-of-age
306654,adult
306654,young-adult
306654,audiobook
298275,philosophy
298275,fiction
298275,classics
298275,france
298275,literature
298275,french-literature
298275,novels
298275,20th-century
298275,nobel-prize
298275,literary-fiction
296662,history
296662,non-fiction
296662,education
296662,politics
296662,american-history
296662,historical
296662,teaching
296662,social-justice
296662,sociology
296662,reference
294459,fiction
294459,classics
294459,literature
294459,novels
294459,american
294459,short-stories
